gameid,datacompleteness,url,league,year,split,playoffs,date,game,patch,participantid,side,position,playername,playerid,teamname,teamid,champion,ban1,ban2,ban3,ban4,ban5,pick1,pick2,pick3,pick4,pick5,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,"team kpm",ckpm,firstdragon,dragons,opp_dragons,elementaldrakes,opp_elementaldrakes,infernals,mountains,clouds,oceans,chemtechs,hextechs,"dragons (type unknown)",elders,opp_elders,firstherald,heralds,opp_heralds,void_grubs,opp_void_grubs,firstbaron,barons,opp_barons,firsttower,towers,opp_towers,firstmidtower,firsttothreetowers,turretplates,opp_turretplates,inhibitors,opp_inhibitors,damagetochampions,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,"earned gpm",earnedgoldshare,goldspent,gspd,gpr,"total cs",minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,deathsat10,opp_killsat10,opp_assistsat10,opp_deathsat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,deathsat15,opp_killsat15,opp_assistsat15,opp_deathsat15,goldat20,xpat20,csat20,opp_goldat20,opp_xpat20,opp_csat20,golddiffat20,xpdiffat20,csdiffat20,killsat20,assistsat20,deathsat20,opp_killsat20,opp_assistsat20,opp_deathsat20,goldat25,xpat25,csat25,opp_goldat25,opp_xpat25,opp_csat25,golddiffat25,xpdiffat25,csdiffat25,killsat25,assistsat25,deathsat25,opp_killsat25,opp_assistsat25,opp_deathsat25
LOLTMNT02_149440,complete,,LCK,2024,Summer,0,"2024-08-07 08:56:18",2,14.15,8,Red,mid,Chovy,oe:player:fb6e61b8acb05df17b7e5ad4ae7c800,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Corki,Rumble,Ashe,Aurora,Yasuo,Vi,,,,,,2034,1,11,2,4,20,11,2,1,0,0,0,0,0,1,0.59,0.9145,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,50754,1497.1681,0.369655,586.2537,507.4926,14,0.413,17,0.5015,5,62,1.8289,22391,17966,529.9705,0.355115,18808,,,396,368,28,,,11.6814,3642,4956,93,3961,4814,96,-319,142,-3,0,0,1,1,0,0,6275,7659,153,6693,7484,150,-418,175,3,0,0,1,2,0,0,9349,11063,218,8769,9894,188,580,1169,30,2,0,2,3,1,0,12653,15412,281,12075,13112,249,578,2300,32,2,2,2,4,1,0
LOLTMNT02_151332,complete,,LCK,2024,Summer,0,"2024-08-09 08:06:33",1,14.15,3,Blue,mid,Chovy,oe:player:fb6e61b8acb05df17b7e5ad4ae7c800,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Draven,Ivern,Leona,Kalista,Ashe,"Miss Fortune",,,,,,1752,1,3,0,7,13,4,0,0,0,0,0,0,0,0,0.4452,0.5822,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,18342,628.1507,0.2651,471.9521,593.3904,17,0.5822,12,0.411,6,60,2.0548,13885,10035,343.6644,0.255075,12550,,,276,268,8,,,9.4521,3323,4663,91,3519,4695,82,-196,-32,9,0,0,0,1,0,0,6140,6967,133,5217,7288,137,923,-321,-4,1,0,0,1,0,0,7958,10082,191,7059,9711,190,899,371,1,1,0,0,1,0,0,10981,13595,247,8983,12547,244,1998,1048,3,2,3,0,1,1,1
LOLTMNT02_152438,complete,,LCK,2024,Summer,0,"2024-08-09 08:58:05",2,14.15,8,Red,mid,Chovy,oe:player:fb6e61b8acb05df17b7e5ad4ae7c800,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Draven,Ivern,Leona,Rumble,"Miss Fortune",Kalista,,,,,,1827,0,2,3,3,7,17,0,0,0,0,0,0,0,1,0.2299,0.7882,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,1,16555,543.6782,0.209796,552.7094,593.4647,15,0.4926,7,0.2299,4,33,1.0837,12739,8736,286.8966,0.272171,12500,,,275,258,17,,,9.0312,3417,4701,91,4612,4783,84,-1195,-82,7,0,0,2,4,0,0,5773,7666,140,7365,7534,144,-1592,132,-4,1,1,2,5,0,1,9065,10126,188,10631,10190,193,-1566,-64,-5,2,1,2,7,1,1,10613,12380,230,13362,13450,238,-2749,-1070,-8,2,1,2,9,1,1
LOLTMNT02_152455,complete,,LCK,2024,Summer,0,"2024-08-09 09:49:48",3,14.15,3,Blue,mid,Chovy,oe:player:fb6e61b8acb05df17b7e5ad4ae7c800,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Corki,Ivern,Leona,Renekton,Nautilus,Rell,,,,,,2392,0,2,3,2,8,18,0,0,0,0,0,0,0,0,0.2007,0.6522,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,44261,1110.2258,0.376436,780.8278,631.8813,14,0.3512,27,0.6773,2,71,1.7809,17158,12003,301.0786,0.296718,15583,,,411,371,40,,,10.3094,3553,5127,98,3272,4708,88,281,419,10,0,0,0,0,0,0,6566,8469,161,5439,7633,139,1127,836,22,1,0,1,1,0,1,9451,11825,226,7146,10071,182,2305,1754,44,1,0,1,1,1,1,11323,14068,261,9033,13285,237,2290,783,24,2,1,1,1,2,2
LOLTMNT02_157551,complete,,LCK,2024,Summer,0,"2024-08-16 12:04:40",1,14.15,3,Blue,mid,Chovy,oe:player:fb6e61b8acb05df17b7e5ad4ae7c800,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Tristana,Yone,Nilah,Sejuani,Alistar,"Miss Fortune",,,,,,1883,1,5,0,4,19,5,0,0,0,0,0,0,0,0,0.6054,0.7647,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,34912,1112.4376,0.326576,819.7982,450.6213,12,0.3824,9,0.2868,2,36,1.1471,14188,10071,320.9028,0.227377,13000,,,313,293,20,,,9.9734,3413,4701,96,3425,5001,97,-12,-300,-1,0,0,0,0,0,1,5247,7430,144,5531,7433,147,-284,-3,-3,0,0,0,0,0,2,7501,10139,204,8062,9899,194,-561,240,10,0,0,0,1,0,2,9723,12803,252,9495,11899,233,228,904,19,1,0,0,1,0,3
LOLTMNT02_157559,complete,,LCK,2024,Summer,0,"2024-08-16 12:59:00",2,14.15,8,Red,mid,Chovy,oe:player:fb6e61b8acb05df17b7e5ad4ae7c800,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Tristana,Yone,Rumble,Nilah,Leona,Nautilus,,,,,,1923,1,6,3,10,25,14,1,1,0,0,0,0,0,0,0.78,1.2168,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,2,0,35210,1098.5959,0.342593,836.8799,700.2184,15,0.468,17,0.5304,4,67,2.0905,17509,13310,415.2886,0.287431,16150,,,345,309,36,,,10.7644,4422,5073,100,3299,4706,83,1123,367,17,3,0,0,0,1,1,7197,7858,156,5712,7792,148,1485,66,8,3,1,0,0,1,1,9482,11184,211,8181,10604,193,1301,580,18,3,3,2,2,2,2,12562,14943,263,9819,12177,220,2743,2766,43,5,8,3,3,4,4
LOLTMNT02_159074,complete,,LCK,2024,Summer,0,"2024-08-18 08:58:25",1,14.15,8,Red,mid,Chovy,oe:player:fb6e61b8acb05df17b7e5ad4ae7c800,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Tristana,Maokai,Rumble,Vi,Alistar,Poppy,,,,,,1588,1,3,1,5,10,4,1,0,0,0,0,0,0,0,0.3778,0.529,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,1,0,15986,604.005,0.259656,644.2065,343.2242,13,0.4912,11,0.4156,4,35,1.3224,12090,8575,323.9924,0.246849,10950,,,276,255,21,,,10.4282,3280,4759,91,3850,5157,101,-570,-398,-10,0,0,1,1,0,0,5578,7684,150,5871,8032,160,-293,-348,-10,0,0,1,1,0,0,7773,10960,212,8344,11003,224,-571,-43,-12,0,0,1,1,1,0,10792,14456,258,10289,13256,260,503,1200,-2,2,2,1,1,2,0
LOLTMNT02_159097,complete,,LCK,2024,Summer,0,"2024-08-18 09:47:23",2,14.15,8,Red,mid,Chovy,oe:player:fb6e61b8acb05df17b7e5ad4ae7c800,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Tristana,Maokai,Rumble,Vi,Rell,Braum,,,,,,2269,1,9,3,3,19,12,1,0,0,0,0,0,0,0,0.5024,0.7933,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,0,0,29435,778.3605,0.282423,725.368,516.4654,21,0.5553,31,0.8197,7,75,1.9833,18457,13553,358.387,0.275605,15425,,,383,347,36,,,10.1278,3829,4688,97,3546,4369,89,283,319,8,1,0,1,1,0,0,5752,7459,153,5874,7230,135,-122,229,18,1,0,2,3,1,0,8274,10966,220,8133,10170,192,141,796,28,2,0,2,3,1,0,10560,13214,260,10168,12406,238,392,808,22,4,1,2,4,1,0
LOLTMNT03_143238,complete,,LCK,2024,Summer,1,"2024-08-28 08:10:07",1,14.16,3,Blue,mid,Chovy,oe:player:fb6e61b8acb05df17b7e5ad4ae7c800,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Tristana,Vi,LeBlanc,Smolder,Yasuo,Mordekaiser,,,,,,2266,1,3,1,3,13,6,1,1,0,0,0,0,0,0,0.3442,0.5031,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,23000,609.0026,0.23238,564.0953,504.7043,17,0.4501,18,0.4766,4,73,1.9329,18603,13705,362.8861,0.283274,17800,,,430,374,56,,,11.3857,3494,4994,96,3534,4904,102,-40,90,-6,0,0,0,0,0,0,6139,8214,159,5441,7672,158,698,542,1,0,0,0,0,0,0,8286,11054,212,7517,10420,203,769,634,9,0,1,0,1,1,0,10245,13898,271,9825,13136,249,420,762,22,0,1,1,2,2,0
LOLTMNT03_143239,complete,,LCK,2024,Summer,1,"2024-08-28 09:11:06",2,14.16,8,Red,mid,Chovy,oe:player:fb6e61b8acb05df17b7e5ad4ae7c800,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Garen,LeBlanc,Smolder,Rumble,Rell,Nautilus,,,,,,1695,1,5,3,5,18,10,1,0,0,0,0,0,0,0,0.6372,0.9912,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,1,0,17560,621.5929,0.253092,684.1416,836.6726,12,0.4248,5,0.177,7,32,1.1327,14382,10649,376.9558,0.252223,11700,,,322,276,46,,,11.3982,3494,4878,96,3213,4779,77,281,99,19,0,0,0,0,2,0,5625,8132,150,4567,6853,111,1058,1279,39,1,0,1,0,2,2,7870,11069,201,6527,9752,157,1343,1317,44,2,1,2,0,4,2,10975,15944,280,8410,11650,191,2565,4294,89,2,4,3,1,4,4
LOLTMNT03_143242,complete,,LCK,2024,Summer,1,"2024-08-28 10:03:23",3,14.16,8,Red,mid,Chovy,oe:player:fb6e61b8acb05df17b7e5ad4ae7c800,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Corki,LeBlanc,Smolder,Rumble,Kai'Sa,Olaf,,,,,,1719,1,5,4,10,25,16,2,1,0,0,0,0,0,0,0.8726,1.4311,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,19980,697.3822,0.241086,704.363,409.3892,11,0.3839,12,0.4188,2,52,1.815,13825,10043,350.541,0.243274,12733,,,287,259,28,,,10.0175,3645,4866,101,3715,4759,88,-70,107,13,0,1,1,1,1,1,5822,7904,155,5484,7622,137,338,282,18,0,2,2,1,2,1,7796,10608,207,7873,11353,193,-77,-745,14,0,3,3,1,7,1,9925,13687,262,9765,12912,218,160,775,44,0,7,3,3,9,2
LOLTMNT03_143986,complete,,LCK,2024,Summer,1,"2024-08-31 06:07:46",1,14.16,3,Blue,mid,Chovy,oe:player:fb6e61b8acb05df17b7e5ad4ae7c800,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Zeri,Vi,Yone,Ivern,Rell,Camille,,,,,,1986,0,3,1,0,6,17,1,0,0,0,0,0,0,0,0.1813,0.6949,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,19663,594.0483,0.267819,514.4713,344.2296,5,0.1511,28,0.8459,5,51,1.5408,14746,10419,314.7734,0.320714,15625,,,363,331,32,,,10.9668,4095,4460,99,3484,4643,93,611,-183,6,2,0,0,0,0,0,6711,7604,163,6302,7227,146,409,377,17,2,0,0,0,0,0,9104,10723,230,8063,9433,193,1041,1290,37,2,0,0,0,1,0,11196,13266,289,10420,12747,239,776,519,50,2,0,0,1,5,0
LOLTMNT03_143993,complete,,LCK,2024,Summer,1,"2024-08-31 07:03:21",2,14.16,3,Blue,mid,Chovy,oe:player:fb6e61b8acb05df17b7e5ad4ae7c800,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Smolder,Vi,Maokai,Sejuani,Rell,Nautilus,,,,,,1737,1,6,1,10,22,6,0,0,0,0,0,0,0,0,0.7599,0.9672,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,1,0,23084,797.3748,0.284506,652.9534,414.7496,14,0.4836,12,0.4145,5,45,1.5544,13761,9942,343.4197,0.233298,12125,,,296,284,12,,,10.2245,3204,4916,91,3512,4793,89,-308,123,2,0,0,0,0,0,0,5543,7445,129,5234,7318,145,309,127,-16,2,2,1,0,0,1,7516,10283,183,7543,10216,201,-27,67,-18,2,2,1,0,1,1,10802,14992,249,9454,12752,251,1348,2240,-2,4,7,1,0,1,2
LOLTMNT03_144116,complete,,LCK,2024,Summer,1,"2024-08-31 07:55:34",3,14.16,8,Red,mid,Chovy,oe:player:fb6e61b8acb05df17b7e5ad4ae7c800,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Corki,Rumble,Smolder,Maokai,Bard,Rakan,,,,,,1876,1,4,2,6,12,5,0,0,0,0,0,0,0,1,0.3838,0.5437,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,34783,1112.4627,0.364938,602.6546,312.2814,14,0.4478,15,0.4797,8,50,1.5991,14587,10484,335.3092,0.288279,13233,,,322,301,21,,,10.2985,3667,4902,92,3663,4890,97,4,12,-5,1,0,1,0,1,0,5659,8132,155,6255,7590,155,-596,542,0,1,0,1,0,1,0,7520,10710,210,8206,10587,206,-686,123,4,1,0,1,0,1,0,10322,13497,259,9785,12913,230,537,584,29,2,2,1,0,2,1
LOLTMNT03_145002,complete,,LCK,2024,Summer,1,"2024-08-31 08:49:36",4,14.16,8,Red,mid,Chovy,oe:player:fb6e61b8acb05df17b7e5ad4ae7c800,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Corki,Rumble,Smolder,Yone,Rakan,Nautilus,,,,,,1889,1,9,1,14,28,10,1,0,0,0,0,0,0,0,0.8894,1.207,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,1,0,36143,1148.0042,0.330922,561.9481,365.2726,17,0.54,18,0.5717,7,56,1.7787,17307,13178,418.5707,0.305898,15358,,,327,295,32,,,10.3864,3905,4732,99,4179,4368,83,-274,364,16,1,2,0,3,0,1,6176,7682,158,6078,6858,132,98,824,26,2,4,0,4,0,2,9439,10707,216,9129,9383,183,310,1324,33,2,4,0,5,1,2,11905,12960,246,10734,11337,212,1171,1623,34,5,7,1,6,2,3
LOLTMNT03_146529,complete,,LCK,2024,Summer,1,"2024-09-08 06:29:41",1,14.16,3,Blue,mid,Chovy,oe:player:fb6e61b8acb05df17b7e5ad4ae7c800,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Smolder,Sejuani,Maokai,Vi,Braum,Nautilus,,,,,,2412,0,9,2,7,19,18,2,1,0,0,0,0,0,0,0.4726,0.9204,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,0,0,51121,1271.6667,0.463053,588.3085,469.2786,20,0.4975,17,0.4229,7,78,1.9403,20619,15423,383.6567,0.297742,24840,,,419,370,49,,,10.4229,3451,4791,98,3395,4492,93,56,299,5,0,0,0,0,0,0,5723,8131,159,6848,7490,159,-1125,641,0,0,1,0,0,1,0,8492,11393,222,9434,10592,212,-942,801,10,1,3,0,0,2,0,10683,13429,255,12819,14355,256,-2136,-926,-1,3,4,1,4,2,0
LOLTMNT03_147402,complete,,LCK,2024,Summer,1,"2024-09-08 07:41:05",2,14.16,3,Blue,mid,Chovy,oe:player:fb6e61b8acb05df17b7e5ad4ae7c800,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Corki,Sejuani,Maokai,Smolder,Leona,Nautilus,,,,,,2273,1,5,1,10,18,6,1,0,0,0,0,0,0,0,0.4751,0.6335,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,30929,816.4276,0.306061,391.9666,269.6436,17,0.4487,25,0.6599,5,93,2.4549,18388,13475,355.6973,0.266998,15858,,,419,394,25,,,11.0603,3568,5073,104,3442,4931,96,126,142,8,0,0,0,0,0,0,5537,8032,164,6394,7859,149,-857,173,15,0,0,0,2,0,0,7947,11718,232,8068,9722,189,-121,1996,43,0,3,0,2,2,2,10347,14367,278,9901,11527,226,446,2840,52,1,6,1,2,3,4
LOLTMNT03_147403,complete,,LCK,2024,Summer,1,"2024-09-08 08:41:17",3,14.16,8,Red,mid,Chovy,oe:player:fb6e61b8acb05df17b7e5ad4ae7c800,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Corki,Rumble,Smolder,Sejuani,Poppy,Bard,,,,,,2016,1,3,2,5,14,8,1,0,0,0,0,0,0,0,0.4167,0.6548,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,25365,754.9107,0.306967,483.7202,392.0536,12,0.3571,34,1.0119,0,57,1.6964,14928,10540,313.6905,0.240574,13683,,,351,305,46,,,10.4464,4176,4614,97,3438,4319,84,738,295,13,2,0,0,1,1,1,6088,7158,153,5265,7279,138,823,-121,15,2,1,0,1,1,1,8297,10310,219,6985,9882,184,1312,428,35,2,1,0,1,1,1,10358,13027,265,8666,11815,226,1692,1212,39,2,1,1,1,1,2
LOLTMNT03_147404,complete,,LCK,2024,Summer,1,"2024-09-08 09:37:23",4,14.16,8,Red,mid,Chovy,oe:player:fb6e61b8acb05df17b7e5ad4ae7c800,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Corki,Rumble,Smolder,Ashe,Bard,Rell,,,,,,1809,0,5,3,0,6,19,1,1,0,0,0,0,0,0,0.199,0.8292,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,1,23765,788.2255,0.400246,582.3549,442.7861,13,0.4312,10,0.3317,4,42,1.393,14456,10490,347.927,0.328716,13983,,,313,293,20,,,10.3814,3603,4961,102,3539,4786,100,64,175,2,0,0,0,0,0,0,6394,7800,160,7354,8057,167,-960,-257,-7,0,0,0,1,0,0,8435,10458,211,10350,11885,222,-1915,-1427,-11,1,0,1,3,2,0,10438,13178,264,13012,15277,278,-2574,-2099,-14,1,0,1,3,2,0
LOLTMNT03_147405,complete,,LCK,2024,Summer,1,"2024-09-08 10:43:57",5,14.16,3,Blue,mid,Chovy,oe:player:fb6e61b8acb05df17b7e5ad4ae7c800,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Corki,Tristana,Sejuani,Maokai,Alistar,Rakan,,,,,,2291,0,0,3,1,4,15,0,0,0,0,0,0,0,0,0.1048,0.4976,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,23726,621.3706,0.367799,479.6072,352.7455,17,0.4452,12,0.3143,6,56,1.4666,14791,9842,257.7564,0.274796,15033,,,371,360,11,,,9.7163,3576,4911,100,3331,4403,90,245,508,10,0,0,0,0,0,0,5770,7815,152,5525,7121,138,245,694,14,0,0,0,1,2,0,8306,11039,214,8231,10469,203,75,570,11,0,0,0,2,2,0,9915,13401,253,10072,13351,249,-157,50,4,0,1,1,2,4,0
